what,kind,bundleId,bundleVersion,description,time
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1417471155487
java.vm.specification.version,sysinfo,,,"1.7",1417471155487
java.vm.vendor,sysinfo,,,"Oracle Corporation",1417471155487
java.vm.version,sysinfo,,,"23.25-b01",1417471155487
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1417471155549
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1417471155643
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1417471155674
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1417471156079
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1417471156329
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1417471156454
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1417471156610
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1417471156688
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1417471156984
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1417471157281
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1417471157312
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1417471157327
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1417471157717
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1417471157749
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417471192022
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417471369876
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1417471372512
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417471384477
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417471393227
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417471402508
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417471407486
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417471414645
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417471506621
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417471508441
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417471517693
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417471524815
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417471590174
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417471590876
