what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417291822304
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417291823642
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417291824155
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417291855778
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1417291863277
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1417291864077
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1417291876170
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417291913768
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417291931658
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1417291983192
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1417291995867
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1417291997680
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417292001626
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417292008261
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1417292025517
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1417292027969
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417292030896
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417292033627
