what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288719137
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288720744
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288724925
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288726282
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1417288729542
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288731227
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288732834
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288737686
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288746063
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288747639
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288766125
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288770399
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288774673
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1417288779244
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1417288791397
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1417288794704
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1417288798432
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1417288805249
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1417288806809
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288808588
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288811287
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1417288813876
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288816357
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288818619
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288824359
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288828478
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288832846
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288841956
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1417288853407
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1417288863859
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1417288867821
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288877041
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288881814
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288889146
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288894840
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288900129
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288902048
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288905043
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288907024
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288911720
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288918287
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1417288919052
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288923997
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288926072
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288926649
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288928224
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288929129
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288931173
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288934870
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288936867
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288942046
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288944589
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288946274
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288948536
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1417288951858
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288954963
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288962388
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288963761
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288964744
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417288971983
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417289356429
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417289357569
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417289360765
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1417289370175
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1417289380992
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417289387779
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417289391291
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417289395746
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417289397979
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1417289398608
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417289404881
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417289405942
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417289408401
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417289414530
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417289415967
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417289423963
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1417289426615
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1417289426902
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1417289427118
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1417289430035
