what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281099861
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1417281102839
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281112633
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281112830
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1417281120723
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1417281133860
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417281156290
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1417281169006
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417281171302
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1417281173046
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281176810
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281229100
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281229707
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281230702
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281239366
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281239515
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281239531
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281254107
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281262437
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281316469
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281317692
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281331085
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1417281349964
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1417281350715
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1417281350942
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1417281364070
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281369921
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281386320
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281393165
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281401142
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281411130
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281414657
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281417169
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281418012
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417281423458
